index, x, y, layer, weight, rho, delta, nh, isSeed, clusterId
79140, -94.480, 132.100, 79, 1.000, 54.500,  5.64, 79683, 0, 214
79141, -36.140, 47.110, 79, 1.000, 52.500,  3.42, 79240, 0, 214
79142, 182.350, -177.360, 79, 1.000, 33.500,  3.02, 79119, 0, 204
79143, -109.710, 139.460, 79, 1.000, 44.000,  5.86, 79694, 0, 214
79144, -107.600, 133.150, 79, 1.000, 49.000,  1.71, 79697, 0, 214
79145, 158.450, -110.850, 79, 1.000, 60.500,  4.33, 79456, 0, 204
79146, 90.990, -62.620, 79, 1.000, 43.500, 0.672, 79589, 0, 204
79147, -105.490, 158.090, 79, 1.000, 30.500,  2.95, 79382, 0, 214
79148, -155.520, 61.000, 79, 1.000, 24.000,  12.8, 79532, 0, 213
79149, -77.930, 1.490, 79, 1.000, 62.500,  2.14, 79397, 0, 213
79150, -99.930, 6.740, 79, 1.000, 59.500,  1.07, 79257, 0, 213
79151, 169.570, -139.320, 79, 1.000, 54.000,  1.03, 79788, 0, 204
79152, -106.760, 21.350, 79, 1.000, 59.000,  2.37, 79754, 0, 213
79153, -55.620, -71.690, 79, 1.000, 38.000,  2.88, 79419, 0, 213
79154, 82.450, -27.430, 79, 1.000, 31.000,  1.86, 79960, 0, 204
79155, -42.530, 82.430, 79, 1.000, 61.000,  4.31, 79342, 0, 214
79156, -40.950, -84.870, 79, 1.000, 29.500,  2.48, 79767, 0, 213
79157, -34.290, 76.040, 79, 1.000, 57.000,  6.01, 79330, 0, 214
79158, -43.750, 53.260, 79, 1.000, 58.000,  4.71, 79535, 0, 214
79159, 150.870, -113.220, 79, 1.000, 63.000,  2.18, 79761, 0, 204
79160, -72.530, 103.680, 79, 1.000, 71.500,  3.17, 79757, 0, 214
79161, 23.730, -35.670, 79, 1.000, 7.000,  12.2, 79857, 0, 204
79162, -52.430, -32.810, 79, 1.000, 48.500,  1.82, 79659, 0, 213
79163, -87.680, -15.570, 79, 1.000, 64.000,  2.42, 79133, 0, 213
79164, 103.520, -61.730, 79, 1.000, 51.500,  2.96, 79340, 0, 204
79165, 161.090, -154.050, 79, 1.000, 48.000, 0.661, 79591, 0, 204
79166, -7.480, -2.540, 79, 1.000, 19.500,  5.24, 79211, 0, 214
79167, -2.310, -137.180, 79, 1.000, 8.500,  5.17, 79794, 0, 213
79168, -70.730, 115.210, 79, 1.000, 61.500,  2.26, 79073, 0, 214
79169, 191.450, -166.440, 79, 1.000, 38.500,  7.21, 79181, 0, 204
79170, 200.980, -155.110, 79, 1.000, 37.000,   7.6, 79181, 0, 204
79171, 71.530, -5.940, 79, 1.000, 18.000,  5.79, 79017, 0, 204
79172, 132.760, -104.130, 79, 1.000, 60.000,  2.83, 79513, 0, 204
79173, 194.810, -189.400, 79, 1.000, 26.500,  5.03, 79369, 0, 204
79174, -101.160, 137.530, 79, 1.000, 50.500,  1.63, 79264, 0, 214
79175, -35.850, -102.920, 79, 1.000, 20.500,  7.69, 79576, 0, 213
79176, 123.740, -74.820, 79, 1.000, 62.000,  1.21, 79304, 0, 204
79177, 43.310, 53.830, 79, 1.000, 4.000,  3.61, 79486, 0, 204
79178, -104.280, 115.560, 79, 1.000, 55.500,  2.44, 79810, 0, 214
79179, 135.970, -88.580, 79, 1.000, 63.000,  6.68, 79619, 0, 204
79180, -78.340, -19.300, 79, 1.000, 66.000,  2.52, 79748, 0, 213
79181, 196.290, -161.090, 79, 1.000, 38.500,  9.45, 79042, 0, 204
79182, 165.150, -146.080, 79, 1.000, 53.000,   1.4, 79856, 0, 204
79183, 153.430, -138.480, 79, 1.000, 57.000, 0.0447, 79451, 0, 204
79184, -61.840, -68.620, 79, 1.000, 41.000,  8.99, 79552, 0, 213
79185, -67.680, 91.940, 79, 1.000, 71.500,  5.89, 79471, 0, 214
79186, -1.600, -129.200, 79, 1.000, 8.500,  3.75, 79794, 0, 213
79187, 105.530, -45.280, 79, 1.000, 46.000,  1.83, 79395, 0, 204
79188, -96.900, 107.960, 79, 1.000, 59.000,  1.42, 79607, 0, 214
79189, 87.980, -3.820, 79, 1.000, 17.000,  13.2, 79516, 0, 204
79190, 123.170, -88.320, 79, 1.000, 63.000,  1.85, 79827, 0, 204
79191, 116.590, -93.140, 79, 1.000, 61.000,  5.16, 79570, 0, 204
79192, -96.110, 135.700, 79, 1.000, 51.500,  3.63, 79028, 0, 214
79193, -100.890, 108.220, 79, 1.000, 56.500,  3.29, 79524, 0, 214
79194, -98.050, -3.290, 79, 1.000, 62.000,  2.13, 79047, 0, 213
79195, -68.000, -74.750, 79, 1.000, 33.000,  6.04, 79016, 0, 213
79196, -13.030, -77.270, 79, 1.000, 17.500,  5.73, 79210, 0, 213
79197, -98.140, -16.140, 79, 1.000, 62.000,  3.11, 79111, 0, 213
79198, -69.930, 89.410, 79, 1.000, 70.500,  2.88, 79352, 0, 214
79199, 111.240, -88.920, 79, 1.000, 56.000,  1.55, 79258, 0, 204
79200, -73.400, -31.430, 79, 1.000, 63.000,  2.55, 79309, 0, 213
79201, 167.180, -144.110, 79, 1.000, 54.000,  3.52, 79449, 0, 204
79202, -112.840, 147.990, 79, 1.000, 33.500,  5.36, 79331, 0, 214
79203, -156.690, 65.570, 79, 1.000, 23.000,  1.93, 79826, 0, 213
79204, 107.560, -90.690, 79, 1.000, 54.500,  4.08, 79199, 0, 204
79205, 128.650, -87.660, 79, 1.000, 62.500,  2.47, 79739, 0, 204
79206, -11.530, -112.070, 79, 1.000, 16.500,  9.38, 79656, 0, 213
79207, -90.010, 120.170, 79, 1.000, 57.500,  4.12, 79239, 0, 214
79208, 99.220, -52.420, 79, 1.000, 48.000,  3.62, 79730, 0, 204
79209, -110.730, 123.560, 79, 1.000, 49.500,   7.1, 79731, 0, 214
79210, -11.680, -82.840, 79, 1.000, 17.500,  5.58, 79266, 0, 213
79211, -9.500, 2.290, 79, 1.000, 22.000,  7.21, 79049, 0, 214
79212, 118.010, -59.340, 79, 1.000, 51.500,  1.58, 79727, 0, 204
79213, -97.360, 99.070, 79, 1.000, 63.500,  6.25, 79733, 0, 214
79214, 169.390, -136.180, 79, 1.000, 55.000,  3.46, 79646, 0, 204
79215, -131.640, 169.640, 79, 1.000, 18.000,  5.89, 79393, 0, 214
79216, 135.930, -113.760, 79, 1.000, 62.000,  1.17, 79793, 0, 204
79217, -22.600, -124.180, 79, 1.000, 14.000,  11.9, 79764, 0, 213
79218, -55.540, -54.640, 79, 1.000, 47.500,  5.57, 79357, 0, 213
79219, -41.480, 59.740, 79, 1.000, 62.000,  5.01, 79123, 0, 214
79220, -18.600, -90.090, 79, 1.000, 19.500,  4.63, 79266, 0, 213
79221, 169.610, -159.940, 79, 1.000, 47.000,  5.55, 79251, 0, 204
79222, -143.550, 51.670, 79, 1.000, 31.000,  4.78, 79036, 0, 213
79223, 136.610, -57.860, 79, 1.000, 41.000,  14.3, 79468, 0, 204
79224, -53.180, 66.790, 79, 1.000, 63.000,  4.57, 79721, 0, 214
79225, -76.960, 113.810, 79, 1.000, 63.500,  1.89, 79335, 0, 214
79226, -41.430, 78.100, 79, 1.000, 59.500,     1, 79487, 0, 214
79227, 96.360, -44.580, 79, 1.000, 42.500,  1.89, 79671, 0, 204
79228, -172.040, 96.520, 79, 1.000, 16.000,  12.2, 79058, 0, 213
79229, -93.900, 31.420, 79, 1.000, 50.500,  4.87, 79328, 0, 213
79230, 0.570, 0.080, 79, 1.000, 19.000,  1.87, 79129, 0, 214
79231, 122.890, -73.610, 79, 1.000, 62.000,  0.93, 79304, 0, 204
79232, -116.600, 150.560, 79, 1.000, 31.000,  4.55, 79202, 0, 214
79233, -43.940, 51.920, 79, 1.000, 57.500,   0.7, 79769, 0, 214
79234, -69.340, -40.850, 79, 1.000, 54.500,   2.2, 79772, 0, 213
79235, 130.700, -79.870, 79, 1.000, 63.500,  6.65, 79739, 0, 204
79236, -52.840, 85.890, 79, 1.000, 66.500,  3.52, 79698, 0, 214
79237, -111.370, 71.510, 79, 1.000, 35.000,  14.7, 79687, 0, 214
79238, -91.000, 110.310, 79, 1.000, 62.000,  4.11, 79024, 0, 214
79239, -86.020, 121.200, 79, 1.000, 58.000,  5.14, 79372, 0, 214
79240, -34.400, 50.050, 79, 1.000, 53.500,  1.53, 79082, 0, 214
79241, -122.810, 41.730, 79, 1.000, 44.000,   3.4, 79817, 0, 213
79242, -13.560, 20.120, 79, 1.000, 30.500,  1.13, 79122, 0, 214
79243, -104.280, 30.970, 79, 1.000, 52.500,  3.69, 79302, 0, 213
79244, -111.990, 162.240, 79, 1.000, 27.500,  2.91, 79022, 0, 214
79245, -83.000, 111.910, 79, 1.000, 63.500,  1.37, 79059, 0, 214
79246, -89.190, -17.590, 79, 1.000, 64.500,  3.51, 79133, 0, 213
79247, -27.620, -102.040, 79, 1.000, 20.000,  6.13, 79525, 0, 213
79248, -44.240, -67.950, 79, 1.000, 39.500,  8.54, 79000, 0, 213
79249, 196.560, -163.330, 79, 1.000, 36.500,  2.26, 79181, 0, 204
79250, -112.020, 2.440, 79, 1.000, 56.500,  5.75, 79839, 0, 213
79251, 174.820, -161.840, 79, 1.000, 47.000,  8.31, 79001, 0, 204
79252, -122.960, 53.640, 79, 1.000, 37.500,  5.91, 79091, 0, 213
79253, -157.200, 68.300, 79, 1.000, 23.000,  1.33, 79826, 0, 213
79254, -64.490, 56.670, 79, 1.000, 56.500,  5.82, 79514, 0, 214
79255, -20.420, 22.190, 79, 1.000, 36.500,  4.07, 79720, 0, 214
79256, 107.100, -72.750, 79, 1.000, 54.500, 0.646, 79819, 0, 204
79257, -98.890, 6.470, 79, 1.000, 59.500,   1.9, 79135, 0, 213
79258, 111.290, -87.370, 79, 1.000, 56.500,  3.97, 79860, 0, 204
79259, -182.070, 114.450, 79, 1.000, 12.000,  9.45, 79544, 0, 213
79260, -112.330, 30.380, 79, 1.000, 51.500,  5.67, 79874, 0, 213
79261, -83.240, 138.860, 79, 1.000, 50.000,  5.85, 79667, 0, 214
79262, -42.450, -72.040, 79, 1.000, 36.000,  4.46, 79248, 0, 213
79263, 159.400, -104.100, 79, 1.000, 59.500,  6.82, 79145, 0, 204
79264, -100.320, 136.130, 79, 1.000, 50.500,  4.23, 79192, 0, 214
79265, -13.280, -146.460, 79, 1.000, 7.000,  13.5, 79967, 0, 213
79266, -16.170, -86.150, 79, 1.000, 19.500,    12, 79283, 0, 213
79267, 121.720, -80.220, 79, 1.000, 64.000,  34.5, 79433, 0, 204
79268, -92.590, 106.120, 79, 1.000, 63.000, 0.607, 79024, 0, 214
79269, -111.740, 177.710, 79, 1.000, 18.500,  15.5, 79244, 0, 214
79270, 122.230, -63.030, 79, 1.000, 52.000,  3.18, 79468, 0, 204
79271, -82.710, 89.980, 79, 1.000, 66.500,  3.68, 79014, 0, 214
79272, -66.160, -1.400, 79, 1.000, 54.000,  11.3, 79751, 0, 213
79273, -98.870, 126.970, 79, 1.000, 54.000,  5.34, 79079, 0, 214
79274, -131.840, 167.590, 79, 1.000, 17.500,  2.06, 79215, 0, 214
79275, -96.970, -10.620, 79, 1.000, 63.500,  3.11, 79392, 0, 213
79276, 181.540, -144.650, 79, 1.000, 49.500,  3.46, 79716, 0, 204
79277, -61.030, 94.440, 79, 1.000, 68.500,  3.68, 79386, 0, 214
79278, -29.170, 55.730, 79, 1.000, 52.500,  6.13, 79447, 0, 214
79279, -53.710, -81.380, 79, 1.000, 30.500,  7.39, 79508, 0, 213
79280, 115.470, -63.380, 79, 1.000, 52.500,   3.6, 79727, 0, 204
79281, -34.450, -81.400, 79, 1.000, 30.000,  2.95, 79098, 0, 213
79282, 107.590, -58.000, 79, 1.000, 52.500,  2.92, 79340, 0, 204
79283, -28.160, -87.080, 79, 1.000, 22.500,  7.99, 79130, 0, 213
79284, 128.650, -98.740, 79, 1.000, 62.000,  2.99, 79430, 0, 204
79285, -116.680, 45.890, 79, 1.000, 43.500,  2.26, 79714, 0, 213
79286, -50.520, 47.210, 79, 1.000, 57.000,  5.41, 79474, 0, 214
79287, -142.110, 65.600, 79, 1.000, 29.000,  4.38, 79774, 0, 213
79288, -13.070, 15.060, 79, 1.000, 28.500,  5.08, 79242, 0, 214
79289, 134.530, -106.740, 79, 1.000, 61.500,  3.17, 79493, 0, 204
79290, 169.580, -115.970, 79, 1.000, 57.000,  4.58, 79005, 0, 204
79291, -49.810, 76.500, 79, 1.000, 64.000,  6.91, 79588, 0, 214
79292, -95.970, 117.570, 79, 1.000, 56.000,  1.38, 79688, 0, 214
79293, -204.520, 134.430, 79, 1.000, 6.000,  12.6, 79930, 0, 213
79294, -79.170, 88.830, 79, 1.000, 71.000,  0.14, 79014, 0, 214
79295, 152.200, -132.190, 79, 1.000, 61.000,  4.67, 79476, 0, 204
79296, 10.340, -20.980, 79, 1.000, 11.500,  11.5, 79915, 0, 214
79297, -52.920, -63.720, 79, 1.000, 43.500,  6.13, 79552, 0, 213
79298, 152.410, -123.180, 79, 1.000, 64.000,  1.76, 79110, 0, 204
79299, -4.210, -5.670, 79, 1.000, 18.500,  4.53, 79166, 0, 214
79300, -87.090, -1.370, 79, 1.000, 64.500,   2.3, 79710, 0, 213
79301, -7.640, -145.590, 79, 1.000, 6.500,  5.71, 79265, 0, 213
79302, -105.760, 27.590, 79, 1.000, 57.000,  1.63, 79090, 0, 213
79303, -64.980, -45.490, 79, 1.000, 52.500, 0.465, 79626, 0, 213
79304, 123.820, -73.610, 79, 1.000, 62.500,  4.96, 79043, 0, 204
79305, -92.790, 105.030, 79, 1.000, 63.000,  1.51, 79024, 0, 214
79306, 138.230, -120.050, 79, 1.000, 59.000,  5.15, 79863, 0, 204
79307, -87.700, 97.690, 79, 1.000, 67.000,  7.41, 79454, 0, 214
79308, -91.910, 9.040, 79, 1.000, 59.500, 0.503, 79816, 0, 213
79309, -73.850, -33.940, 79, 1.000, 63.000,  8.92, 79571, 0, 213
79310, -121.180, 34.390, 79, 1.000, 49.500,  9.23, 79507, 0, 213
79311, -97.800, 17.150, 79, 1.000, 59.000, 0.995, 79104, 0, 213
79312, -66.120, -44.960, 79, 1.000, 52.000,  1.26, 79303, 0, 213
79313, -51.530, -41.860, 79, 1.000, 47.000,  5.75, 79677, 0, 213
79314, -161.710, 72.630, 79, 1.000, 19.000,  6.11, 79475, 0, 213
79315, -102.790, 4.480, 79, 1.000, 59.000,  3.65, 79150, 0, 213
79316, -73.210, -27.550, 79, 1.000, 61.500,  2.67, 79571, 0, 213
79317, -80.250, 116.600, 79, 1.000, 61.500,  3.44, 79372, 0, 214
79318, -87.290, 4.580, 79, 1.000, 61.000,  2.34, 79556, 0, 213
79319, 48.370, -29.290, 79, 1.000, 14.000,  13.3, 79850, 0, 204
79320, -83.280, -18.250, 79, 1.000, 66.500,  7.65, 79575, 0, 213
79321, 159.490, -142.830, 79, 1.000, 53.000, 0.999, 79862, 0, 204
79322, 184.870, -141.480, 79, 1.000, 47.500,  3.56, 79479, 0, 204
79323, -103.990, -10.870, 79, 1.000, 59.000,  3.08, 79506, 0, 213
79324, -37.690, 54.060, 79, 1.000, 57.500,  3.34, 79535, 0, 214
79325, 141.770, -104.390, 79, 1.000, 62.000,  0.16, 79732, 0, 204
79326, -78.680, 107.560, 79, 1.000, 67.500, 0.689, 79888, 0, 214
79327, 133.270, -100.190, 79, 1.000, 61.500,  4.68, 79961, 0, 204
79328, -98.760, 31.110, 79, 1.000, 51.500,  5.52, 79243, 0, 213
79329, -92.530, -10.900, 79, 1.000, 64.500,   3.6, 79392, 0, 213
79330, -39.230, 72.610, 79, 1.000, 61.000,  5.52, 79061, 0, 214
79331, -109.200, 151.920, 79, 1.000, 34.500,  6.71, 79429, 0, 214
79332, 110.960, -59.640, 79, 1.000, 51.500,  3.75, 79282, 0, 204
79333, -70.160, -44.340, 79, 1.000, 52.500,  3.59, 79234, 0, 213
79334, -20.620, 39.230, 79, 1.000, 44.000,  3.49, 79702, 0, 214
79335, -78.280, 112.460, 79, 1.000, 64.500,  4.92, 79326, 0, 214
79336, -68.870, 4.100, 79, 1.000, 50.000,  6.13, 79272, 0, 213
79337, -46.760, 45.510, 79, 1.000, 56.500,  3.27, 79474, 0, 214
79338, -38.080, -45.510, 79, 1.000, 40.500,  9.33, 79611, 0, 213
79339, -90.230, 135.380, 79, 1.000, 53.000,  3.29, 79683, 0, 214
79340, 104.880, -59.100, 79, 1.000, 53.000,  13.2, 79819, 0, 204
79341, 181.240, -166.280, 79, 1.000, 44.000,  3.51, 79411, 0, 204
79342, -45.690, 79.500, 79, 1.000, 62.500,  2.27, 79521, 0, 214
79343, 137.570, -104.610, 79, 1.000, 61.000,  2.82, 79763, 0, 204
79344, -84.510, 105.990, 79, 1.000, 66.000,  1.64, 79684, 0, 214
79345, 147.700, -95.770, 79, 1.000, 57.500,  2.82, 79559, 0, 204
79346, 220.180, -191.470, 79, 1.000, 19.500,  9.89, 79795, 0, 204
79347, -120.490, 138.750, 79, 1.000, 36.000,  10.8, 79143, 0, 214
79348, 122.300, -83.360, 79, 1.000, 63.500,  3.19, 79267, 0, 204
79349, 129.860, -102.860, 79, 1.000, 61.000,  4.22, 79919, 0, 204
79350, -127.890, 30.700, 79, 1.000, 46.500, 0.546, 79818, 0, 213
79351, -71.550, 71.000, 79, 1.000, 62.000,  3.55, 79622, 0, 214
79352, -67.270, 88.310, 79, 1.000, 70.500,  3.65, 79185, 0, 214
79353, 112.300, -75.990, 79, 1.000, 56.000,  2.31, 79584, 0, 204
79354, -26.050, 33.520, 79, 1.000, 43.500, 0.565, 79601, 0, 214
79355, -16.380, -62.490, 79, 1.000, 18.500,  17.5, 79990, 0, 213
79356, 138.050, -97.240, 79, 1.000, 62.500,  3.23, 79961, 0, 204
79357, -56.550, -49.160, 79, 1.000, 50.000,  1.44, 79522, 0, 213
79358, -37.380, 78.890, 79, 1.000, 56.000,  4.13, 79226, 0, 214
79359, -39.680, 93.560, 79, 1.000, 51.500,  2.77, 79381, 0, 214
79360, -147.350, 87.050, 79, 1.000, 19.000,  4.85, 79852, 0, 213
79361, -93.710, 108.330, 79, 1.000, 60.000,  1.67, 79847, 0, 214
79362, 134.920, -78.300, 79, 1.000, 62.000,   4.5, 79235, 0, 204
79363, -32.370, 50.630, 79, 1.000, 51.500,  2.11, 79240, 0, 214
79364, -75.740, 67.490, 79, 1.000, 56.500,  5.47, 79351, 0, 214
79365, -99.440, 1.930, 79, 1.000, 62.000,   7.5, 79047, 0, 213
79366, -108.630, -12.240, 79, 1.000, 54.500,  3.62, 79132, 0, 213
79367, 0.150, 25.380, 79, 1.000, 26.000,  7.83, 79407, 0, 214
79368, -106.700, 160.490, 79, 1.000, 28.000,  2.69, 79147, 0, 214
79369, 194.170, -184.410, 79, 1.000, 28.000,  1.71, 79841, 0, 204
79370, -118.070, 24.640, 79, 1.000, 54.000,  1.61, 79507, 0, 213
79371, -75.320, -29.200, 79, 1.000, 61.500,  2.82, 79813, 0, 213
79372, -83.690, 116.620, 79, 1.000, 61.500,  2.93, 79644, 0, 214
79373, -56.180, 92.370, 79, 1.000, 67.000,  2.15, 79676, 0, 214
79374, 150.380, -105.590, 79, 1.000, 63.500, 0.729, 79125, 0, 204
79375, -64.700, 91.660, 79, 1.000, 70.500,  2.99, 79185, 0, 214
79376, -96.160, 93.360, 79, 1.000, 61.500,  5.83, 79213, 0, 214
79377, -139.370, 38.780, 79, 1.000, 37.000,  6.55, 79390, 0, 213
79378, -119.860, 150.300, 79, 1.000, 29.000,  3.27, 79232, 0, 214
79379, 86.980, -25.060, 79, 1.000, 30.000,  2.97, 79459, 0, 204
79380, -52.720, -29.470, 79, 1.000, 49.000,  3.94, 79738, 0, 213
79381, -42.430, 93.260, 79, 1.000, 54.500,  9.97, 79806, 0, 214
79382, -106.200, 155.230, 79, 1.000, 33.500,  4.47, 79331, 0, 214
79383, -40.040, 41.730, 79, 1.000, 50.000,  6.64, 79141, 0, 214
79384, 134.450, -93.380, 79, 1.000, 62.000,  2.12, 79619, 0, 204
79385, 148.860, -114.550, 79, 1.000, 63.000, 0.795, 79834, 0, 204
79386, -59.640, 91.030, 79, 1.000, 69.000,  1.42, 79771, 0, 214
79387, -67.030, 76.770, 79, 1.000, 68.500,  1.06, 79890, 0, 214
79388, -120.700, 151.330, 79, 1.000, 28.000, 0.398, 79620, 0, 214
79389, 193.890, -164.680, 79, 1.000, 37.000,  3.01, 79169, 0, 204
79390, -134.570, 43.230, 79, 1.000, 38.500,  1.01, 79821, 0, 213
79391, 183.600, -123.580, 79, 1.000, 44.000,  7.29, 79777, 0, 204
79392, -94.960, -8.250, 79, 1.000, 64.500,  4.63, 79466, 0, 213
79393, -129.270, 164.250, 79, 1.000, 20.500,  6.31, 79583, 0, 214
79394, 101.610, -57.750, 79, 1.000, 50.000,  2.35, 79730, 0, 204
79395, 104.240, -46.580, 79, 1.000, 46.500,  6.64, 79551, 0, 204
79396, -158.770, 95.630, 79, 1.000, 17.500,  5.95, 79426, 0, 213
79397, -80.070, 1.510, 79, 1.000, 63.000,  3.22, 79581, 0, 213
79398, 134.520, -89.420, 79, 1.000, 62.500,  1.68, 79179, 0, 204
79399, -159.240, 89.570, 79, 1.000, 18.000,  6.43, 79472, 0, 213
79400, -25.220, 30.350, 79, 1.000, 44.000,  8.51, 79560, 0, 214
79401, 185.220, -134.410, 79, 1.000, 48.000,  6.92, 79479, 0, 204
79402, -44.980, 69.440, 79, 1.000, 63.000,  5.47, 79665, 0, 214
79403, -166.620, 85.380, 79, 1.000, 17.000,  6.65, 79708, 0, 213
79404, 116.110, -68.410, 79, 1.000, 55.000,  3.22, 79441, 0, 204
79405, 122.980, -101.100, 79, 1.000, 59.500,  4.63, 79824, 0, 204
79406, -189.770, 121.580, 79, 1.000, 8.500,  4.42, 79409, 0, 213
79407, -4.070, 18.790, 79, 1.000, 27.000,  6.15, 79752, 0, 214
79408, -117.650, 48.640, 79, 1.000, 40.500,  2.92, 79285, 0, 213
79409, -191.000, 117.330, 79, 1.000, 9.000,  8.49, 79497, 0, 213
79410, 130.690, -74.820, 79, 1.000, 62.000,  4.22, 79043, 0, 204
79411, 183.530, -163.620, 79, 1.000, 44.000,  5.81, 79715, 0, 204
79412, -59.630, -44.150, 79, 1.000, 51.000,  3.73, 79121, 0, 213
79413, -99.250, -9.980, 79, 1.000, 62.000,  2.37, 79275, 0, 213
79414, -20.780, 41.030, 79, 1.000, 43.500,  1.36, 79872, 0, 214
79415, -113.910, 119.100, 79, 1.000, 46.000,  4.84, 79749, 0, 214
79416, -54.600, 54.460, 79, 1.000, 59.500,  3.07, 79492, 0, 214
79417, -89.850, 114.630, 79, 1.000, 61.000,  2.17, 79420, 0, 214
79418, -72.810, -34.510, 79, 1.000, 61.000,  1.19, 79309, 0, 213
79419, -58.280, -70.580, 79, 1.000, 40.500,  4.06, 79184, 0, 213
79420, -91.670, 113.440, 79, 1.000, 61.000,   3.2, 79238, 0, 214
79421, -49.870, 41.460, 79, 1.000, 52.500,  2.36, 79842, 0, 214
79422, 165.530, -137.560, 79, 1.000, 56.500,  2.59, 79517, 0, 204
79423, 1.640, -6.670, 79, 1.000, 17.000,  5.93, 79299, 0, 214
79424, -38.800, -82.290, 79, 1.000, 30.000,  3.25, 79098, 0, 213
79425, 203.280, -170.940, 79, 1.000, 27.500,  1.53, 79661, 0, 204
79426, -154.520, 99.790, 79, 1.000, 17.500,  11.3, 79399, 0, 213
79427, 93.990, -31.410, 79, 1.000, 33.000,  5.01, 79431, 0, 204
79428, -100.000, 23.720, 79, 1.000, 58.000,   2.1, 79012, 0, 213
79429, -105.210, 146.530, 79, 1.000, 41.500,  8.38, 79143, 0, 214
79430, 128.410, -95.760, 79, 1.000, 62.000,  4.61, 79700, 0, 204
79431, 92.060, -36.030, 79, 1.000, 35.500,  8.31, 79515, 0, 204
79432, -32.020, 40.900, 79, 1.000, 49.000,  3.41, 79599, 0, 214
79433, 139.860, -109.510, 79, 1.000, 64.000,  4.76, 79695, 0, 204
79434, 147.630, -105.190, 79, 1.000, 62.500,  2.64, 79125, 0, 204
79435, -92.820, -27.900, 79, 1.000, 59.000,   5.5, 79787, 0, 213
79436, -123.880, 28.980, 79, 1.000, 47.500,  6.05, 79310, 0, 213
79437, -172.670, 230.000, 79, 1.000, 3.000,  20.4, 79686, 0, 214
79438, -90.860, 146.010, 79, 1.000, 46.000,  10.4, 79261, 0, 214
79439, -88.560, 151.680, 79, 1.000, 37.000,  6.12, 79438, 0, 214
79440, 0.150, 5.080, 79, 1.000, 22.500,   4.6, 79867, 0, 214
79441, 119.220, -69.240, 79, 1.000, 56.500,  3.92, 79108, 0, 204
79442, -67.020, 102.670, 79, 1.000, 70.000,   5.6, 79160, 0, 214
79443, -105.380, 35.990, 79, 1.000, 50.500,  4.64, 79655, 0, 213
79444, 173.030, -149.370, 79, 1.000, 50.500,  3.35, 79495, 0, 204
79445, 100.440, -23.660, 79, 1.000, 29.000,  4.53, 79485, 0, 204
79446, -58.170, 98.360, 79, 1.000, 66.000,   4.4, 79063, 0, 214
79447, -32.570, 60.830, 79, 1.000, 55.500,  2.69, 79613, 0, 214
79448, -58.540, 93.280, 79, 1.000, 67.500,   2.5, 79386, 0, 214
79449, 167.190, -140.590, 79, 1.000, 55.000,  3.15, 79753, 0, 204
79450, 150.620, -103.990, 79, 1.000, 62.000,  1.62, 79374, 0, 204
79451, 153.410, -138.520, 79, 1.000, 57.000, 0.707, 79569, 0, 204
79452, -38.160, 12.380, 79, 1.000, 33.500,  9.73, 79106, 0, 214
79453, 197.660, -189.180, 79, 1.000, 26.000,  2.86, 79173, 0, 204
79454, -80.720, 95.210, 79, 1.000, 69.000,  3.29, 79884, 0, 214
79455, 94.870, -44.250, 79, 1.000, 42.000,  1.53, 79227, 0, 204
79456, 154.160, -111.440, 79, 1.000, 63.500,  3.19, 79761, 0, 204
79457, 97.230, -50.440, 79, 1.000, 45.000,  2.81, 79208, 0, 204
79458, 83.320, -20.830, 79, 1.000, 25.000,  5.47, 79461, 0, 204
79459, 89.630, -26.390, 79, 1.000, 31.500,  6.65, 79427, 0, 204
79460, -68.710, -17.880, 79, 1.000, 61.000,   4.9, 79053, 0, 213
79461, 81.960, -26.130, 79, 1.000, 27.500,  1.39, 79154, 0, 204
79462, 106.150, -79.570, 79, 1.000, 55.000,  6.51, 79566, 0, 204
79463, -50.240, -53.490, 79, 1.000, 45.000,  5.42, 79218, 0, 213
79464, -98.800, 8.870, 79, 1.000, 60.000, 0.475, 79801, 0, 213
79465, -136.030, 192.390, 79, 1.000, 10.000,  5.31, 79007, 0, 214
79466, -90.350, -7.850, 79, 1.000, 66.500,  5.24, 79704, 0, 213
79467, 31.590, -15.720, 79, 1.000, 9.500,  7.12, 79549, 0, 214
79468, 124.390, -65.360, 79, 1.000, 55.500,  5.77, 79523, 0, 204
79469, 144.940, -122.300, 79, 1.000, 61.500,  3.98, 79770, 0, 204
79470, -100.410, 56.190, 79, 1.000, 41.000,  14.9, 79633, 0, 213
79471, -69.860, 97.410, 79, 1.000, 71.500,  6.61, 79757, 0, 214
79472, -152.930, 88.330, 79, 1.000, 18.000,  5.29, 79852, 0, 213
79473, -66.530, -35.790, 79, 1.000, 57.000, 0.358, 79658, 0, 213
79474, -45.240, 48.400, 79, 1.000, 58.000,  6.42, 79535, 0, 214
79475, -161.910, 66.520, 79, 1.000, 21.000,  4.13, 79826, 0, 213
79476, 154.460, -128.100, 79, 1.000, 62.500,  2.18, 79537, 0, 204
79477, -117.950, 34.040, 79, 1.000, 49.000,  3.25, 79310, 0, 213
79478, 132.020, -120.390, 79, 1.000, 55.500,  6.22, 79306, 0, 204
79479, 181.530, -140.260, 79, 1.000, 50.500,  5.71, 79034, 0, 204
